Year,Marks,Model,Body Type,Mileage,Engine Size,Transmission,Fuel Type,Price($),City, Car Type
2024,Mitsubishi,Outlander,SUV,935,2.5L,Constantly Variable Transmission,Petrol,53999,Western Australia,Used
2021,Toyota,Hilux,N/A,"76,460",2.8L,Sports Automatic,Diesel,46453,Western Australia,Used
2021,Toyota,Landcruiser,N/A,"69,027",4.5L,Manual,Diesel,77733,Western Australia,Used
2015,Hyundai,Tucson,SUV,"101,307",2.0L,Manual,Petrol,18991,Queensland,Used
2025,Mazda,3,Sedan,N/A,2.0L,Sports Automatic,Petrol,33110,N/A,Available to order
2024,LDV,T60,Ute,18,2.0L,Sports Automatic,Diesel,44990,New South Wales,New
2024,Audi,Q5,SUV,"3,956",2.0L,Sports Automatic Dual Clutch,Petrol,80800,Victoria,Demo
2024,GWM,Ute,Ute,25,2.0L,Sports Automatic,Diesel,36490,New South Wales,New
2024,GWM,Cannon Alpha,Ute,N/A,2.4L,Sports Automatic,Diesel,56585,Victoria,New
2024,Audi,Q5,SUV,"3,000",2.0L,Sports Automatic Dual Clutch,Diesel,69990,South Australia,Demo
2025,Mazda,3,Sedan,N/A,2.0L,Sports Automatic,Petrol,31310,N/A,Available to order
2024,SKODA,Enyaq,SUV,"1,523",N/A,Automatic,Electric,78888,Australian Capital Territory,Demo
2023,Nissan,QASHQAI,SUV,"2,034",1.3L,Constantly Variable Transmission,Petrol,40160,Australian Capital Territory,Used
2022,Subaru,WRX,Wagon,"37,341",2.4L,Constantly Variable Transmission,Petrol,44795,N/A,Used
2024,GWM,Haval Jolion,SUV,15,1.5L,Sports Automatic Dual Clutch,Petrol,33485,Western Australia,New
2017,Holden,Colorado,Ute,"77,220",2.8L,Sports Automatic,Diesel,26690,N/A,Used
2025,Mazda,3,Hatchback,N/A,2.0L,Sports Automatic,Petrol,31310,N/A,Available to order
2024,GWM,Tank 500,SUV,"1,000",2.0L,Sports Automatic,Hybrid,73990,Queensland,Demo
2024,Ford,Ranger,Ute,"6,638",2.0L,Sports Automatic,Diesel,54385,Victoria,Used
2023,Volvo,XC60,SUV,"9,776",2.0L,Sports Automatic,Petrol,69455,Western Australia,Used
2024,Toyota,Landcruiser,N/A,119,2.8L,Automatic,Diesel,92645,Western Australia,Used
2024,Mitsubishi,ASX,SUV,"1,620",2.0L,Constantly Variable Transmission,Petrol,28990,Victoria,Used
2025,Mazda,3,Hatchback,N/A,2.0L,Sports Automatic,Petrol,37110,N/A,Available to order
2021,Toyota,Landcruiser Prado,SUV,"85,754",2.8L,Sports Automatic,Diesel,64888,N/A,Used
2021,Honda,CR-V,SUV,"58,459",1.5L,Constantly Variable Transmission,Petrol,36713,Victoria,Used
2022,Renault,Arkana,SUV,8,1.3L,Sports Automatic Dual Clutch,Petrol,39130,New South Wales,Used
2023,Mitsubishi,Outlander,SUV,"32,015",2.5L,Constantly Variable Transmission,Petrol,46888,Queensland,Used
2022,Kia,Carnival,N/A,"73,345",2.2L,Sports Automatic,Diesel,45450,Victoria,Used
2025,Mazda,3,Sedan,N/A,2.5L,Sports Automatic,Petrol,43310,N/A,Available to order
2024,Mazda,CX-80,SUV,5,3.3L,Sports Automatic,Petrol,67735,Victoria,New
2021,Toyota,Hilux,N/A,"64,151",2.7L,Manual,Petrol,27812,Western Australia,Used
2024,Nissan,X-TRAIL,SUV,"9,643",2.5L,Constantly Variable Transmission,Petrol,34888,Western Australia,Used
2014,Holden,Special Vehicles Clubsport,Sedan,"83,631",6.2L,Sports Automatic,Petrol,67777,Western Australia,Used
2015,Hyundai,Tucson,SUV,"104,370",2.0L,Manual,Petrol,17500,New South Wales,Used
2025,Mazda,3,Hatchback,N/A,2.5L,Sports Automatic,Petrol,37110,N/A,Available to order
2020,Audi,Q5,SUV,"56,662",2.0L,Sports Automatic Dual Clutch,Diesel,48800,New South Wales,Used
2024,Land,Rover Defender,SUV,13,3.0L,Sports Automatic,Diesel,144890,New South Wales,New
2023,Hyundai,Kona,SUV,"14,000",2.0L,Constantly Variable Transmission,Petrol,30321,Western Australia,Used
2023,MG,ZST,SUV,"33,099",1.3L,Automatic,Petrol,26255,N/A,Used
2024,Kia,Sportage,SUV,"23,472",2.0L,Sports Automatic,Petrol,35989,Victoria,Used
2025,Mazda,3,Hatchback,N/A,2.5L,Sports Automatic,Petrol,40110,N/A,Available to order
2010,Mercedes-Benz,SL-Class,Coupe,"115,416",3.5L,Automatic,Petrol,58888,Victoria,Used
2023,MG,ZST,SUV,16,1.3L,Automatic,Petrol,25790,Western Australia,Demo
2021,Toyota,Landcruiser Prado,SUV,"71,454",2.8L,Sports Automatic,Diesel,56990,Queensland,Used
2020,Audi,Q3,SUV,"13,189",1.4L,Sports Automatic Dual Clutch,Petrol,39999,Western Australia,Used
2021,Ford,Everest,SUV,"79,856",2.0L,Sports Automatic,Diesel,40257,Victoria,Used
2025,Volkswagen,Crafter,Van,N/A,2.0L,Automatic,Diesel,84790,N/A,Available to order
2022,Toyota,Landcruiser Prado,SUV,"48,056",2.8L,Sports Automatic,Diesel,83090,New South Wales,Used
2024,Volkswagen,Amarok,Ute,10,2.3L,Automatic,Petrol,80990,Victoria,New
2024,GWM,Cannon Alpha,Ute,N/A,2.4L,Sports Automatic,Diesel,56585,Victoria,New
2022,RAM,1500,Ute,"11,596",5.7L,Automatic,Petrol,115990,Queensland,Used
2023,Toyota,Kluger,SUV,"35,956",2.4L,Sports Automatic,Petrol,48450,Victoria,Used
2025,Volkswagen,Crafter,N/A,N/A,2.0L,Automatic,Diesel,69100,N/A,Available to order
2012,Subaru,Impreza,Sedan,"27,737",2.5L,Manual,Petrol,34690,Queensland,Used
2024,Toyota,Hilux,Ute,"57,148",2.8L,Sports Automatic,Diesel,52999,Western Australia,Used
2022,Ford,Ranger,Ute,"43,533",2.0L,Sports Automatic,Diesel,56690,Queensland,Used
2023,Chery,OMODA 5,SUV,"20,658",1.5L,Constantly Variable Transmission,Petrol,26390,N/A,Used
2022,Toyota,Landcruiser Prado,SUV,"59,929",2.8L,Sports Automatic,Diesel,78488,Western Australia,Used
2025,Volkswagen,Crafter,N/A,N/A,2.0L,Automatic,Diesel,68100,N/A,Available to order
2020,Ford,Ranger,Ute,"91,890",2.2L,Sports Automatic,Diesel,38980,Queensland,Used
2024,LDV,D90,SUV,"9,886",2.0L,Sports Automatic,Diesel,40390,Victoria,Used
2016,BMW,4 Series,Hatchback,"122,249",2.0L,Sports Automatic,Petrol,25740,Australian Capital Territory,Used
2024,Hyundai,Tucson,SUV,"16,250",2.0L,Automatic,Petrol,35777,Western Australia,Used
2012,Hyundai,i30,Hatchback,"106,511",1.8L,Sports Automatic,Petrol,14990,Queensland,Used
2025,Volkswagen,Crafter,N/A,N/A,2.0L,Automatic,Diesel,73600,N/A,Available to order
2021,Toyota,Hilux,Ute,"74,090",2.8L,Sports Automatic,Diesel,54070,Tasmania,Used
2017,Mazda,CX-5,SUV,"80,425",2.5L,Sports Automatic,Petrol,27703,Western Australia,Used
2024,Suzuki,Jimny,SUV,6,1.5L,Automatic,Petrol,39890,Queensland,New
2018,Audi,Q5,SUV,"28,657",2.0L,Sports Automatic Dual Clutch,Petrol,39877,Western Australia,Used
2015,Renault,Koleos,SUV,"64,003",2.5L,Constantly Variable Transmission,Petrol,15963,South Australia,Used
2025,Volkswagen,Crafter,N/A,N/A,2.0L,Automatic,Diesel,72600,N/A,Available to order
2021,Ford,Ranger,Ute,"75,000",2.0L,Sports Automatic,Diesel,56999,Western Australia,Used
2024,Lexus,RX,SUV,"15,641",2.5L,Constantly Variable Transmission,Hybrid,111990,Queensland,Used
2025,Suzuki,Jimny,SUV,32,1.5L,Automatic,Petrol,43335,Victoria,New
2018,Kia,Rio,Hatchback,"50,969",1.4L,Manual,Petrol,16470,N/A,Used
2014,Holden,Ute,Ute,"144,894",3.6L,Manual,Petrol,19990,Queensland,Used
2025,Mercedes-Benz,G-Class,SUV,N/A,4.0L,Sports Automatic,Petrol,368400,N/A,Available to order
2021,Ford,Ranger,Ute,"66,878",3.2L,Sports Automatic,Diesel,39990,Victoria,Used
1972,Jaguar,E Type,Coupe,"47,469",5.3L,Automatic,Petrol,129990,Queensland,Used
2024,Mazda,CX-5,SUV,N/A,2.5L,Sports Automatic,Petrol,55591,New South Wales,New
2023,Volvo,C40,SUV,"3,800",N/A,Automatic,Electric,69990,Queensland,Demo
2023,Mitsubishi,Outlander,SUV,"13,339",2.5L,Constantly Variable Transmission,Petrol,49910,Tasmania,Used
2025,GWM,Tank 300,SUV,N/A,2.4L,Sports Automatic,Diesel,51490,N/A,Available to order
2024,Audi,Q5,SUV,"5,016",2.0L,Sports Automatic Dual Clutch,Petrol,80888,Victoria,Demo
2024,Ford,Ranger,Ute,"15,286",2.0L,Sports Automatic,Diesel,64250,Victoria,Used
2024,Volkswagen,T-Cross,SUV,"1,674",1.0L,Sports Automatic Dual Clutch,Petrol,34709,Western Australia,Demo
2024,MG,ZS,SUV,"2,006",1.5L,Automatic,Hybrid,35777,Victoria,Demo
2024,GWM,Haval Jolion,SUV,"1,001",1.5L,Constantly Variable Transmission,Hybrid,31500,Queensland,Demo
2025,Hyundai,Santa Fe,SUV,N/A,2.5L,Sports Automatic Dual Clutch,Petrol,72500,N/A,Available to order
2023,Ford,Ranger,Ute,"10,808",2.0L,Sports Automatic,Diesel,49990,Queensland,Demo
2019,Ford,Ranger,Ute,"134,626",3.2L,Sports Automatic,Diesel,36990,Victoria,Used
2022,Toyota,Landcruiser Prado,SUV,"59,929",2.8L,Sports Automatic,Diesel,78488,Western Australia,Used
2022,Toyota,Landcruiser Prado,SUV,"54,517",2.8L,Sports Automatic,Diesel,64490,N/A,Used
2024,Kia,Sorento,SUV,N/A,2.2L,Sports Automatic Dual Clutch,Diesel,73230,Tasmania,New
2025,Mercedes-Benz,G-Class,SUV,N/A,4.0L,Sports Automatic,Petrol,368400,N/A,Available to order
2023,Mitsubishi,Outlander,SUV,"3,070",2.5L,Constantly Variable Transmission,Petrol,53888,Western Australia,Demo
2021,Ford,Ranger,Ute,"92,473",2.2L,Sports Automatic,Diesel,33990,Queensland,Used
2022,Mazda,CX-5,SUV,"16,464",2.5L,Sports Automatic,Petrol,33990,South Australia,Used
2018,Land,Rover Range Rover Velar,SUV,"91,528",2.0L,Sports Automatic,Diesel,51990,New South Wales,Used
2016,Mitsubishi,Lancer,Sedan,"95,122",2.4L,Constantly Variable Transmission,Petrol,21620,New South Wales,Used
2024,Mercedes-Benz,C-Class,Sedan,N/A,1.5L,Sports Automatic,Petrol,87800,N/A,Available to order
2022,Toyota,Hilux,Ute,"34,246",2.7L,Sports Automatic,Petrol,38100,New South Wales,Used
2024,Mazda,CX-80,SUV,100,3.3L,Sports Automatic,Diesel,76990,New South Wales,Demo
2019,Volkswagen,Golf,Hatchback,"20,586",1.4L,Sports Automatic Dual Clutch,Petrol,24514,Australian Capital Territory,Used
2024,Subaru,Outback,SUV,"6,164",2.5L,Constantly Variable Transmission,Petrol,47310,Tasmania,Used
2024,Mitsubishi,Outlander,SUV,"1,280",2.5L,Constantly Variable Transmission,Petrol,42680,Victoria,Demo
2025,Nissan,QASHQAI,SUV,N/A,1.3L,Constantly Variable Transmission,Petrol,34665,N/A,Available to order
2024,Ford,Everest,SUV,"25,036",2.0L,Sports Automatic,Diesel,65209,Victoria,Used
2020,Volvo,XC60,SUV,"48,833",2.0L,Sports Automatic,Diesel,47011,Western Australia,Used
2022,Ford,Everest,SUV,"49,949",2.0L,Sports Automatic,Diesel,49990,Queensland,Used
2021,Volkswagen,Amarok,Ute,"77,755",3.0L,Automatic,Diesel,46963,Victoria,Used
2018,Ford,Escape,SUV,"95,465",1.5L,Sports Automatic,Petrol,18437,Australian Capital Territory,Used
2025,Nissan,QASHQAI,SUV,N/A,1.5L,Reduction Gear,Hybrid,52365,N/A,Available to order
2024,Volkswagen,Amarok,Ute,8,3.0L,Automatic,Diesel,85990,Victoria,New
2023,Hyundai,IONIQ 6,Sedan,"2,111",N/A,Reduction Gear,Electric,78990,Western Australia,Demo
2024,Volkswagen,Amarok,Ute,10,3.0L,Automatic,Diesel,85990,Victoria,New
2024,Audi,Q3,SUV,"4,750",2.0L,Sports Automatic Dual Clutch,Petrol,72888,Victoria,Demo
2022,Subaru,Forester,SUV,"21,304",2.5L,Constantly Variable Transmission,Petrol,39490,Queensland,Used
2024,Mercedes-Benz,C-Class,Sedan,N/A,1.5L,Sports Automatic,Petrol,87800,N/A,Available to order
2024,LDV,T60,Ute,11,2.0L,Sports Automatic,Diesel,47990,Western Australia,New
2024,Volkswagen,Amarok,Ute,12,2.0L,Automatic,Diesel,66990,Victoria,New
2024,Mazda,BT-50,Ute,323,3.0L,Sports Automatic,Diesel,50000,New South Wales,Demo
2019,Ford,Ranger,Ute,"106,195",3.2L,Sports Automatic,Diesel,39980,Queensland,Used
2020,Ford,Ranger,N/A,"70,149",3.2L,Sports Automatic,Diesel,43980,Queensland,Used
2025,Mercedes-Benz,G-Class,SUV,N/A,4.0L,Sports Automatic,Petrol,368400,N/A,Available to order
2020,Ford,Ranger,N/A,"70,149",3.2L,Sports Automatic,Diesel,43980,Queensland,Used
2017,Subaru,Forester,SUV,"85,725",2.5L,Constantly Variable Transmission,Petrol,23990,Queensland,Used
2023,Audi,Q5,SUV,"53,228",2.0L,Sports Automatic Dual Clutch,Diesel,45938,Australian Capital Territory,Used
2021,Ford,Ranger,Ute,"92,473",2.2L,Sports Automatic,Diesel,33990,Queensland,Used
2022,Ford,Ranger,Ute,"30,600",3.0L,Sports Automatic,Diesel,67509,South Australia,Used
2025,Hyundai,Santa Fe,SUV,N/A,2.5L,Sports Automatic Dual Clutch,Petrol,72500,N/A,Available to order
2025,GWM,Tank 300,SUV,20,2.4L,Sports Automatic,Diesel,52585,Queensland,New
2016,Audi,A4,Wagon,"81,000",2.0L,Sports Automatic Dual Clutch,Petrol,37888,Victoria,Used
2022,Jeep,Gladiator,Ute,"69,027",3.6L,Automatic,Petrol,63743,Western Australia,Used
2022,Kia,Stinger,Sedan,"16,316",3.3L,Sports Automatic,Petrol,62090,Australian Capital Territory,Used
2019,Jeep,Grand Cherokee,SUV,"39,244",3.6L,Sports Automatic,Petrol,37574,Western Australia,Used
2025,GWM,Tank 300,SUV,N/A,2.4L,Sports Automatic,Diesel,51490,N/A,Available to order
2024,MG,ZST,SUV,11,1.3L,Automatic,Petrol,28990,Western Australia,Demo
2024,Hyundai,Kona,SUV,"5,158",N/A,Reduction Gear,Electric,52450,Victoria,Used
2021,Ford,Ranger,Ute,"68,258",3.2L,Sports Automatic,Diesel,45890,Victoria,Used
2017,Hyundai,Santa Fe,SUV,"139,000",2.2L,Sports Automatic,Diesel,23999,Western Australia,Used
2019,Subaru,Forester,SUV,"79,132",2.5L,Constantly Variable Transmission,Petrol,27991,Queensland,Used
2025,Alfa,Romeo Giulia,Sedan,N/A,2.0L,Sports Automatic,Petrol,80450,N/A,Available to order
2023,Mitsubishi,Eclipse Cross,SUV,"26,192",2.4L,Automatic,Hybrid,46340,N/A,Used
2012,Holden,Special Vehicles Clubsport,Sedan,"93,588",6.2L,Sports Automatic,Petrol,63568,Western Australia,Used
2016,Toyota,Hiace,Van,"40,970",3.0L,Automatic,Diesel,61747,Western Australia,Used
2025,GWM,Haval H6GT,SUV,"2,000",2.0L,Sports Automatic Dual Clutch,Petrol,41990,Victoria,Demo
2021,Toyota,Landcruiser Prado,SUV,"60,104",2.8L,Sports Automatic,Diesel,67083,Western Australia,Used
2025,BMW,2 Series,Sedan,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,59900,N/A,Available to order
2024,Volkswagen,Amarok,Ute,23,3.0L,Automatic,Diesel,93995,Western Australia,New
2024,Suzuki,Jimny,SUV,"3,400",1.5L,Automatic,Petrol,38490,Queensland,Demo
2024,GWM,Cannon Alpha,Ute,15,2.0L,Sports Automatic,Hybrid,63585,Western Australia,Demo
2016,Ford,Ranger,Ute,"76,837",3.2L,Sports Automatic,Diesel,36990,Queensland,Used
2024,Audi,Q3,SUV,"4,750",2.0L,Sports Automatic Dual Clutch,Petrol,72888,Victoria,Demo
2025,Volvo,EX90,SUV,N/A,N/A,Automatic,Electric,134990,N/A,Available to order
2019,Ford,Ranger,N/A,"107,666",3.2L,Sports Automatic,Diesel,40980,Queensland,Used
2024,Volkswagen,Amarok,Ute,11,3.0L,Automatic,Diesel,93995,Western Australia,New
2023,Maserati,Grecale,SUV,30,2.0L,Sports Automatic,Petrol,168300,South Australia,New
2024,Volvo,XC40,SUV,"1,058",2.0L,Sports Automatic,Petrol,62990,Queensland,Demo
2021,Toyota,RAV4,SUV,"33,742",2.5L,Constantly Variable Transmission,Hybrid,41989,Western Australia,Used
2025,Alfa,Romeo Giulia,Sedan,N/A,2.0L,Sports Automatic,Petrol,80450,N/A,Available to order
2024,GWM,Ute,Ute,19,2.0L,Sports Automatic,Diesel,39990,Queensland,New
2021,Ford,Ranger,Ute,"90,521",2.0L,Sports Automatic,Diesel,47935,Victoria,Used
2023,Ford,Ranger,Ute,"55,829",2.0L,Sports Automatic,Diesel,59465,N/A,Used
2012,Holden,Special Vehicles Clubsport,Sedan,"105,686",6.2L,Manual,Petrol,62392,Western Australia,Used
2022,Renault,Arkana,SUV,"19,749",1.3L,Sports Automatic Dual Clutch,Petrol,26770,Tasmania,Used
2025,Alfa,Romeo Stelvio,SUV,N/A,2.0L,Sports Automatic,Petrol,88450,N/A,Available to order
2016,Nissan,X-TRAIL,SUV,"86,215",2.0L,Manual,Petrol,17555,Queensland,Used
2018,Mitsubishi,Outlander,SUV,"93,567",2.2L,Sports Automatic,Diesel,24956,South Australia,Used
2025,Chery,Tiggo 4 Pro,SUV,N/A,1.5L,Constantly Variable Transmission,Petrol,27490,Victoria,New
2023,Honda,CR-V,SUV,"3,023",1.5L,Constantly Variable Transmission,Petrol,48870,Tasmania,Used
2024,Audi,Q4 e-tron,SUV,"7,500",N/A,Reduction Gear,Electric,106300,Victoria,Demo
2025,BMW,2 Series,Sedan,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,59900,N/A,Available to order
2020,Mercedes-Benz,GLC-Class,SUV,"25,309",2.0L,Sports Automatic,Petrol,68800,Victoria,Used
2017,Holden,Captiva,SUV,"19,390",2.4L,Sports Automatic,Petrol,18990,Victoria,Used
2014,Holden,Malibu,Sedan,"157,153",2.4L,Sports Automatic,Petrol,10290,Tasmania,Used
2023,GWM,Tank 300,SUV,"8,729",2.0L,Sports Automatic,Hybrid,48998,Queensland,Used
2021,Mercedes-Benz,GLE-Class,SUV,"76,386",2.9L,Sports Automatic,Diesel,82000,Western Australia,Used
2025,BMW,iX,SUV,N/A,N/A,Reduction Gear,Electric,142900,N/A,Available to order
2019,Mitsubishi,Triton,Ute,"78,857",2.4L,Sports Automatic,Diesel,40160,New South Wales,Used
2018,Ford,Ranger,Ute,"149,892",3.2L,Sports Automatic,Diesel,32990,Victoria,Used
2023,Renault,Koleos,SUV,"30,650",2.5L,Constantly Variable Transmission,Petrol,23990,Queensland,Used
2023,Mitsubishi,Triton,Ute,"7,873",2.4L,Sports Automatic,Diesel,57402,Western Australia,Used
2022,Mitsubishi,Triton,Ute,"46,959",2.4L,Sports Automatic,Diesel,39130,New South Wales,Used
2025,Geely,EX5,Wagon,N/A,N/A,Reduction Gear,Electric,44990,N/A,Available to order
2023,Abarth,500e,Hatchback,19,N/A,Reduction Gear,Electric,50990,South Australia,New
2024,GWM,Haval H6,SUV,15,1.5L,Constantly Variable Transmission,Hybrid,41485,Western Australia,New
2024,MG,HS,SUV,10,1.5L,Sports Automatic Dual Clutch,Petrol,33888,Western Australia,New
2024,Hyundai,Venue,SUV,17,1.6L,Automatic,Petrol,27950,Western Australia,Demo
2024,Volkswagen,Amarok,Ute,23,3.0L,Automatic,Diesel,93995,Western Australia,New
2025,Nissan,QASHQAI,SUV,N/A,1.5L,Reduction Gear,Hybrid,52365,N/A,Available to order
2024,JAC,T9,Ute,10,2.0L,Automatic,Diesel,46990,Western Australia,New
2024,Toyota,Landcruiser Prado,SUV,"1,800",2.8L,Sports Automatic,Diesel,96914,Western Australia,Used
2024,Nissan,X-TRAIL,SUV,"5,010",1.5L,Automatic,Hybrid,55777,Western Australia,Demo
2024,Land,Rover Discovery,SUV,10,3.0L,Sports Automatic,Diesel,139890,New South Wales,New
2024,GWM,Haval Jolion,SUV,15,1.5L,Sports Automatic Dual Clutch,Petrol,33485,Western Australia,New
2025,Nissan,QASHQAI,SUV,N/A,1.3L,Constantly Variable Transmission,Petrol,48165,N/A,Available to order
2024,Mazda,CX-60,SUV,"11,873",3.3L,Sports Automatic Single Clutch,Diesel,55261,Western Australia,Used
2024,Nissan,X-TRAIL,SUV,"1,946",2.5L,Constantly Variable Transmission,Petrol,45195,N/A,Used
2024,LDV,Deliver 9,Van,30,2.0L,Automatic,Diesel,64990,Western Australia,New
2016,Toyota,Landcruiser,SUV,"130,050",4.5L,Sports Automatic,Diesel,84888,Western Australia,Used
2022,Volkswagen,Tiguan,SUV,"38,889",1.4L,Sports Automatic Dual Clutch,Petrol,27890,N/A,Used
2025,Nissan,QASHQAI,SUV,N/A,1.5L,Reduction Gear,Hybrid,54365,N/A,Available to order
2022,Land,Rover Discovery Sport,SUV,"54,893",2.0L,Sports Automatic,Petrol,53999,Western Australia,Used
2019,Hyundai,i30,Hatchback,"56,325",2.0L,Manual,Petrol,18990,N/A,Used
2024,Chery,Tiggo 4 Pro,SUV,10,1.5L,Constantly Variable Transmission,Petrol,24490,Victoria,Demo
2020,Toyota,Hiace,Van,"34,113",2.8L,Sports Automatic,Diesel,64990,Queensland,Used
2020,Ford,Ranger,N/A,"99,983",3.2L,Sports Automatic,Diesel,36980,Queensland,Used
2025,Isuzu,MU-X,SUV,N/A,1.9L,Sports Automatic,Diesel,61400,N/A,Available to order
2024,Volkswagen,Amarok,Ute,"1,650",2.3L,Automatic,Petrol,80930,Western Australia,Demo
2024,MG,MG3,Hatchback,10,1.5L,Automatic,Petrol,20590,Tasmania,Used
2017,Hyundai,iLoad,Van,"92,647",2.5L,Automatic,Diesel,32980,Queensland,Used
2020,Toyota,Landcruiser Prado,SUV,"82,117",2.8L,Sports Automatic,Diesel,65980,Queensland,Used
2024,Genesis,GV70,SUV,"3,548",2.5L,Sports Automatic,Petrol,71990,Victoria,Used
2025,Isuzu,MU-X,SUV,N/A,3.0L,Sports Automatic,Diesel,71400,N/A,Available to order
2024,Kia,Stonic,SUV,7,1.0L,Sports Automatic Dual Clutch,Petrol,27200,Queensland,New
2022,Kia,Sorento,SUV,"25,664",3.5L,Sports Automatic,Petrol,48810,South Australia,Used
2022,Audi,Q5,SUV,"46,561",2.0L,Sports Automatic Dual Clutch,Diesel,47490,Queensland,Used
2024,Ford,Ranger,Ute,"3,150",2.0L,Sports Automatic,Diesel,53690,New South Wales,Used
2020,Toyota,Hiace,Van,"33,375",2.8L,Sports Automatic,Diesel,49383,New South Wales,Used
2025,Isuzu,MU-X,SUV,N/A,3.0L,Sports Automatic,Diesel,63400,N/A,Available to order
2024,JAC,T9,Ute,10,2.0L,Automatic,Diesel,50888,Western Australia,New
2024,Hyundai,Venue,SUV,17,1.6L,Automatic,Petrol,27950,Western Australia,Demo
2024,Renault,Master,Van,"1,250",2.3L,Sports Automatic Single Clutch,Diesel,56500,New South Wales,Demo
2015,Mercedes-Benz,E-Class,Sedan,"105,949",2.0L,Sports Automatic,Petrol,26980,Victoria,Used
2024,Nissan,Patrol,SUV,10,5.6L,Sports Automatic,Petrol,106990,Victoria,New
2025,Isuzu,MU-X,SUV,N/A,1.9L,Sports Automatic,Diesel,61400,N/A,Available to order
2023,Mitsubishi,Triton,Ute,"1,314",2.4L,Sports Automatic,Diesel,43990,Queensland,Used
2024,Nissan,X-TRAIL,SUV,"3,200",2.5L,Constantly Variable Transmission,Petrol,55646,Tasmania,Demo
2022,Ford,Ranger,Ute,"40,250",3.2L,Sports Automatic,Diesel,50966,Western Australia,Used
2024,Ford,Ranger,Ute,"1,506",3.0L,Sports Automatic,Petrol,91860,Victoria,Demo
2024,Nissan,JUKE,SUV,"4,456",1.0L,Sports Automatic Dual Clutch,Petrol,29990,Queensland,Used
2025,Isuzu,MU-X,SUV,N/A,3.0L,Sports Automatic,Diesel,63400,N/A,Available to order
2024,JAC,T9,Ute,10,2.0L,Automatic,Diesel,50888,Western Australia,New
2017,BMW,7 Series,Sedan,"132,631",3.0L,Sports Automatic,Diesel,59980,Victoria,Used
2024,Mitsubishi,Eclipse Cross,SUV,"13,229",1.5L,Constantly Variable Transmission,Petrol,30890,Tasmania,Used
2023,CUPRA,Leon,Hatchback,"41,534",2.0L,Sports Automatic Dual Clutch,Petrol,35450,Victoria,Used
2019,Alfa,Romeo Stelvio,SUV,"44,074",2.2L,Sports Automatic,Diesel,39120,Western Australia,Used
2025,Isuzu,MU-X,SUV,N/A,3.0L,Sports Automatic,Diesel,71400,N/A,Available to order
2025,MG,MG3,Hatchback,10,1.5L,Constantly Variable Transmission,Petrol,25490,Victoria,New
2025,GWM,Tank 300,SUV,15,2.0L,Sports Automatic,Hybrid,56585,Western Australia,New
2024,Mitsubishi,Pajero Sport,SUV,"1,496",2.4L,Sports Automatic,Diesel,62998,Victoria,Demo
2020,Ford,Ranger,Ute,"87,791",2.0L,Sports Automatic,Diesel,47545,Queensland,Used
